task_id,title,description,priority,status,assigned_to,deadline,created_at,category
482,Design Landing Page,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Alice,2025-06-13,2025-03-27,Refactor
483,Update Database Schema,Update the schema to support new user roles and permissions.,Low,Open,Charlie,2025-05-03,2025-04-21,Refactor
484,Fix UI Glitches,Complete the documentation for the public API.,Low,Completed,Charlie,2025-05-27,2025-03-30,Feature
485,Design Landing Page,Design a responsive landing page for the new campaign.,Medium,Completed,Diana,2025-05-17,2025-04-18,Improvement
486,Design Landing Page,Write unit tests for the newly added features.,Low,Completed,Alice,2025-06-02,2025-03-26,Documentation
487,Create Unit Tests,Update the schema to support new user roles and permissions.,Medium,Open,Charlie,2025-05-06,2025-04-10,Improvement
488,Write API Docs,Improve the performance of the backend queries.,Medium,In Progress,Eve,2025-05-23,2025-03-18,Feature
489,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,Completed,Diana,2025-04-25,2025-04-19,Refactor
490,Optimize Backend,Refactor the legacy code for better readability.,Medium,Open,Alice,2025-06-02,2025-04-02,Documentation
491,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Diana,2025-05-27,2025-05-01,Bug
492,Implement OAuth2,Design a responsive landing page for the new campaign.,Medium,In Progress,Alice,2025-05-14,2025-04-30,Bug
493,Fix Login Bug,Fix alignment and spacing issues on the mobile view.,Low,Open,Eve,2025-04-17,2025-03-31,Bug
494,Update Database Schema,Improve the performance of the backend queries.,High,Completed,Alice,2025-06-08,2025-04-21,Feature
495,Fix UI Glitches,Complete the documentation for the public API.,Low,Open,Diana,2025-05-20,2025-04-09,Documentation
496,Write API Docs,Improve the performance of the backend queries.,High,Open,Alice,2025-03-27,2025-03-26,Improvement
497,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Eve,2025-05-26,2025-05-07,Improvement
498,Create Unit Tests,Update the schema to support new user roles and permissions.,High,Completed,Bob,2025-05-30,2025-03-28,Refactor
499,Write API Docs,Complete the documentation for the public API.,Low,Completed,Diana,2025-05-23,2025-05-10,Improvement
500,Write API Docs,Complete the documentation for the public API.,Low,In Progress,Diana,2025-05-24,2025-04-17,Refactor
501,Implement OAuth2,reveal,High,finish,Alice,2025-04-10,2025-03-21,Documentation
502,Optimize Backend,Refactor the legacy code for better readability.,Medium,Open,Bob,2025-06-11,2025-05-11,Bug
503,Optimize Backend,Write unit tests for the newly added features.,Low,In Progress,Eve,2025-06-12,2025-04-27,Improvement
504,Refactor Codebase,Update the schema to support new user roles and permissions.,Medium,Completed,Charlie,2025-04-19,2025-04-11,Refactor
505,Fix UI Glitches,Update the schema to support new user roles and permissions.,Low,In Progress,Charlie,2025-05-20,2025-04-04,Documentation
506,Fix Login Bug,Update the schema to support new user roles and permissions.,Medium,Completed,Alice,2025-04-29,2025-04-01,Feature
507,Update Database Schema,Improve the performance of the backend queries.,Medium,Open,Diana,2025-04-25,2025-04-15,Refactor
508,Design Landing Page,Complete the documentation for the public API.,Low,In Progress,Charlie,2025-06-13,2025-04-29,Refactor
509,Fix UI Glitches,Update the navigation bar as per the new UI guidelines.,High,Completed,Bob,2025-05-23,2025-03-31,Refactor
510,Create Unit Tests,Refactor the legacy code for better readability.,Medium,In Progress,Charlie,2025-05-12,2025-04-19,Refactor
511,Update Database Schema,Design a responsive landing page for the new campaign.,Medium,In Progress,Diana,2025-06-04,2025-04-13,Improvement
512,Refactor Codebase,Update the schema to support new user roles and permissions.,Low,Open,Eve,2025-04-29,2025-04-20,Documentation
513,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Medium,In Progress,Alice,2025-05-18,2025-04-27,Improvement
514,Implement OAuth2,Complete the documentation for the public API.,High,Completed,Diana,2025-06-11,2025-04-12,Bug
515,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Bob,2025-05-20,2025-03-27,Refactor
516,Fix UI Glitches,Complete the documentation for the public API.,Low,In Progress,Bob,2025-04-27,2025-04-21,Improvement
517,Design Landing Page,Refactor the legacy code for better readability.,High,Completed,Diana,2025-05-19,2025-05-07,Documentation
518,Refactor Codebase,Improve the performance of the backend queries.,High,Completed,Diana,2025-05-12,2025-05-07,Bug
519,Optimize Backend,Write unit tests for the newly added features.,Medium,In Progress,Charlie,2025-05-18,2025-05-05,Documentation
520,Optimize Backend,Fix alignment and spacing issues on the mobile view.,High,Open,Charlie,2025-05-24,2025-04-30,Documentation
521,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,High,Completed,Charlie,2025-04-30,2025-03-22,Refactor
522,Design Landing Page,Write unit tests for the newly added features.,Low,Open,Bob,2025-04-27,2025-04-02,Refactor
523,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,High,Open,Bob,2025-06-12,2025-05-05,Feature
524,Fix UI Glitches,Design a responsive landing page for the new campaign.,Medium,Open,Diana,2025-06-10,2025-04-13,Documentation
525,Design Landing Page,Write unit tests for the newly added features.,Low,Open,Alice,2025-05-31,2025-05-07,Refactor
526,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Low,Open,Eve,2025-04-19,2025-03-23,Feature
527,Write API Docs,Update the schema to support new user roles and permissions.,Medium,Completed,Diana,2025-06-08,2025-03-27,Documentation
528,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,Completed,Diana,2025-06-01,2025-05-05,Improvement
529,Optimize Backend,Improve the performance of the backend queries.,Medium,In Progress,Bob,2025-04-08,2025-03-18,Improvement
530,Write API Docs,Write unit tests for the newly added features.,High,In Progress,Diana,2025-05-31,2025-05-10,Feature
531,Implement OAuth2,Improve the performance of the backend queries.,High,In Progress,Diana,2025-06-12,2025-05-14,Documentation
532,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,Completed,Charlie,2025-04-05,2025-03-25,Feature
533,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Charlie,2025-05-04,2025-05-02,Feature
534,Refactor Codebase,Write unit tests for the newly added features.,Medium,Open,Diana,2025-04-15,2025-03-28,Documentation
535,Write API Docs,There is a bug preventing users from logging in with valid credentials.,Low,Completed,Eve,2025-05-25,2025-05-02,Feature
536,Create Unit Tests,Write unit tests for the newly added features.,Low,Completed,Charlie,2025-05-30,2025-03-26,Bug
537,Optimize Backend,Update the navigation bar as per the new UI guidelines.,High,In Progress,Eve,2025-06-09,2025-04-14,Refactor
538,Optimize Backend,Update the schema to support new user roles and permissions.,Low,In Progress,Diana,2025-04-24,2025-03-31,Bug
539,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,High,Open,Diana,2025-05-13,2025-05-06,Feature
540,Write API Docs,Complete the documentation for the public API.,Medium,In Progress,Charlie,2025-05-14,2025-04-18,Improvement
541,Implement OAuth2,Write unit tests for the newly added features.,Medium,Completed,Bob,2025-06-09,2025-04-07,Feature
542,Update Database Schema,Refactor the legacy code for better readability.,High,In Progress,Alice,2025-04-30,2025-04-25,Improvement
543,Refactor Codebase,Improve the performance of the backend queries.,Medium,In Progress,Alice,2025-04-25,2025-04-24,Refactor
544,Update Database Schema,Design a responsive landing page for the new campaign.,Low,In Progress,Eve,2025-05-21,2025-04-17,Bug
545,Fix Login Bug,Design a responsive landing page for the new campaign.,Medium,Completed,Charlie,2025-06-13,2025-04-10,Refactor
546,Write API Docs,Refactor the legacy code for better readability.,Medium,Open,Bob,2025-06-04,2025-05-10,Bug
547,Implement OAuth2,Fix alignment and spacing issues on the mobile view.,Low,Open,Alice,2025-05-10,2025-04-21,Bug
548,Fix Login Bug,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Eve,2025-05-29,2025-04-05,Feature
549,Design Landing Page,There is a bug preventing users from logging in with valid credentials.,Medium,Completed,Charlie,2025-06-12,2025-04-23,Refactor
550,Design Landing Page,Refactor the legacy code for better readability.,Low,Open,Charlie,2025-05-16,2025-05-03,Feature
551,Fix UI Glitches,Refactor the legacy code for better readability.,High,Completed,Bob,2025-04-23,2025-04-01,Feature
552,Design Landing Page,Update the navigation bar as per the new UI guidelines.,High,Completed,Diana,2025-05-01,2025-04-28,Refactor
553,Create Unit Tests,Design a responsive landing page for the new campaign.,High,In Progress,Eve,2025-05-29,2025-04-08,Improvement
554,Implement OAuth2,There is a bug preventing users from logging in with valid credentials.,Medium,Completed,Eve,2025-04-25,2025-03-20,Documentation
555,Write API Docs,Update the schema to support new user roles and permissions.,High,In Progress,Eve,2025-05-15,2025-04-10,Improvement
556,Optimize Backend,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Diana,2025-05-20,2025-05-13,Feature
557,Optimize Backend,Update the schema to support new user roles and permissions.,Low,In Progress,Alice,2025-04-17,2025-03-31,Improvement
558,Optimize Backend,Write unit tests for the newly added features.,Medium,In Progress,Bob,2025-05-04,2025-04-19,Feature
559,Refactor Codebase,Write unit tests for the newly added features.,Low,Open,Alice,2025-05-29,2025-04-29,Feature
560,Design Landing Page,Fix alignment and spacing issues on the mobile view.,High,Completed,Charlie,2025-04-24,2025-04-24,Documentation
561,Fix UI Glitches,Write unit tests for the newly added features.,Medium,Open,Alice,2025-06-13,2025-05-09,Bug
562,Create Unit Tests,Complete the documentation for the public API.,Low,Completed,Alice,2025-05-05,2025-03-16,Feature
563,Update Database Schema,Refactor the legacy code for better readability.,Medium,,Eve,2025-06-06,2025-05-11,Bug
564,Optimize Backend,Complete the documentation for the public API.,Medium,In Progress,Charlie,2025-04-10,2025-04-03,Bug
565,Create Unit Tests,There is a bug preventing users from logging in with valid credentials.,Low,In Progress,Bob,2025-06-11,2025-03-17,Improvement
566,Write API Docs,Fix alignment and spacing issues on the mobile view.,Low,Completed,Alice,2025-05-06,2025-04-05,Feature
567,Optimize Backend,There is a bug preventing users from logging in with valid credentials.,High,Completed,Charlie,2025-05-13,2025-04-13,Feature
568,Fix Login Bug,Improve the performance of the backend queries.,Low,Open,Eve,2025-06-06,2025-03-25,Refactor
569,Fix Login Bug,Implement secure login using OAuth2 protocol.,Low,Completed,,2025-04-30,2025-03-31,
570,Fix Login Bug,There is a bug preventing users from logging in with valid credentials.,High,In Progress,Diana,2025-04-18,2025-03-22,Bug
571,Refactor Codebase,Design a responsive landing page for the new campaign.,Medium,Completed,Alice,2025-05-19,2025-04-23,Improvement
572,Refactor Codebase,Write unit tests for the newly added features.,Medium,In Progress,Charlie,2025-05-06,2025-03-22,Improvement
573,Write API Docs,There is a bug preventing users from logging in with valid credentials.,High,Completed,Charlie,2025-05-19,2025-03-20,Documentation
574,Refactor Codebase,Complete the documentation for the public API.,High,Open,Eve,2025-05-10,2025-03-28,Feature
575,Update Database Schema,Refactor the legacy code for better readability.,Low,In Progress,Bob,2025-03-28,2025-03-23,Documentation
576,Write API Docs,Fix alignment and spacing issues on the mobile view.,Medium,In Progress,Diana,2025-06-10,2025-04-29,Documentation
577,Write API Docs,Fix alignment and spacing issues on the mobile view.,High,Completed,Charlie,2025-05-13,2025-03-30,Bug
578,Update Database Schema,Improve the performance of the backend queries.,Low,Open,Charlie,2025-05-27,2025-05-05,Improvement
579,Create Unit Tests,Update the schema to support new user roles and permissions.,Low,Completed,Eve,2025-04-24,2025-04-16,Bug
580,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Medium,Completed,Eve,2025-05-20,2025-03-25,Bug
581,Fix Login Bug,Update the schema to support new user roles and permissions.,Low,Open,Eve,2025-05-09,2025-05-05,Refactor
582,Create Unit Tests,There is a bug preventing users from logging in with valid credentials.,Low,Open,Charlie,2025-06-10,2025-05-14,Improvement
583,Write API Docs,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Bob,2025-04-04,2025-04-01,Refactor
584,Refactor Codebase,There is a bug preventing users from logging in with valid credentials.,Low,Completed,Eve,2025-05-31,2025-04-19,Bug
585,Create Unit Tests,Design a responsive landing page for the new campaign.,High,Completed,Bob,2025-03-28,2025-03-23,Improvement
586,Optimize Backend,Implement secure login using OAuth2 protocol.,Low,Open,Alice,2025-05-24,2025-03-22,Refactor
587,Update Database Schema,Update the navigation bar as per the new UI guidelines.,Low,Completed,Diana,2025-04-14,2025-04-14,Feature
588,Refactor Codebase,Implement secure login using OAuth2 protocol.,Medium,Completed,Diana,2025-06-10,2025-04-30,Documentation
589,Create Unit Tests,Update the navigation bar as per the new UI guidelines.,High,In Progress,Bob,2025-03-18,2025-03-18,Feature
590,Refactor Codebase,Update the navigation bar as per the new UI guidelines.,Medium,In Progress,Charlie,2025-05-07,2025-04-07,Bug
591,Write API Docs,Write unit tests for the newly added features.,Medium,Completed,Charlie,2025-04-05,2025-03-29,Feature
592,Optimize Backend,Fix alignment and spacing issues on the mobile view.,Low,In Progress,Charlie,2025-06-06,2025-04-27,Documentation
593,Refactor Codebase,Design a responsive landing page for the new campaign.,High,Open,Diana,2025-05-30,2025-03-23,Improvement
594,Update Database Schema,Complete the documentation for the public API.,Low,Open,Charlie,2025-05-11,2025-03-31,Bug
595,Refactor Codebase,Fix alignment and spacing issues on the mobile view.,High,In Progress,Diana,2025-06-04,2025-04-24,Improvement
